"GeneID","baseMean","log2FoldChange","lfcSE","pvalue","padj","SYMBOL","ENSEMBL","ENTREZID","sig","dir","nlp","Mean_Ctrl","Mean_ZIKV","Label"
"ENSG00000118985",1509.95201545295,1.5997438413635,0.166807397670805,2.75505246176477e-22,2.45546253521892e-21,"ELL2","ENSG00000118985","22936",TRUE,"Up",20.6098666878292,2277.94825350528,741.955777400624,"ELL2"
"ENSG00000237693",76.1397813685817,6.1905989030249,0.638453616325527,2.82745452958229e-22,2.5173077600967e-21,"IRGM","ENSG00000237693","345611",TRUE,"Up",20.5990636853889,150.344229771101,1.93533296606287,"IRGM"
"ENSG00000235453",191.122486992207,2.80310922087517,0.295340303997746,2.83171985225622e-22,2.51976348747866e-21,"TZMP1","ENSG00000235453","100129250",TRUE,"Up",20.5986402214817,335.642965341001,46.6020086434129,"TZMP1"
"ENSG00000197110",1633.80936168323,8.47579712336595,0.902495948292415,2.8431823254294e-22,2.52861747240317e-21,"IFNL3","ENSG00000197110","282617",TRUE,"Up",20.5971168654717,3259.48254496069,8.13617840576136,"IFNL3"
"ENSG00000115421",1087.06064732711,1.65603295571466,0.17289805859755,2.93549936214246e-22,2.60794629835398e-21,"PAPOLG","ENSG00000115421","64895",TRUE,"Up",20.5837013556428,1655.87518514546,518.246109508769,"PAPOLG"
"ENSG00000162734",6692.39872499102,2.17138224702756,0.227798341512703,2.9823934796305e-22,2.64820068929485e-21,"PEA15","ENSG00000162734","8682",TRUE,"Up",20.5770491057313,10996.8696316429,2387.92781833912,"PEA15"
"ENSG00000092871",1118.16808074914,1.77128752082007,0.185270938793749,3.0983145082427e-22,2.74821318715214e-21,"RFFL","ENSG00000092871","117584",TRUE,"Up",20.5609495807782,1735.98267911011,500.353482388169,"RFFL"
"ENSG00000141448",354.700810250069,2.15406914099785,0.226122450315096,3.12487464736075e-22,2.77030244453191e-21,"GATA6","ENSG00000141448","2627",TRUE,"Up",20.5574728147547,581.416112106182,127.985508393956,"GATA6"
"ENSG00000198742",2916.29091211861,1.6663292637951,0.17412171984548,3.21331394688667e-22,2.84719709549258e-21,"SMURF1","ENSG00000198742","57154",TRUE,"Up",20.5455824680402,4449.99712041417,1382.58470382304,"SMURF1"
"ENSG00000186130",731.424994795133,1.55186125222943,0.162058524475716,3.33604696631054e-22,2.95281658426216e-21,"ZBTB6","ENSG00000186130","10773",TRUE,"Up",20.5297635286247,1094.11389668693,368.73609290334,"ZBTB6"
"ENSG00000153234",700.219919115571,1.91881110772183,0.201128389129408,3.36129086890616e-22,2.97358641947677e-21,"NR4A2","ENSG00000153234","4929",TRUE,"Up",20.5267194353532,1111.74656433811,288.69327389303,"NR4A2"
"ENSG00000109083",1280.86149545919,1.77799873167505,0.186133412997972,3.40886245021181e-22,3.01407615904503e-21,"IFT20","ENSG00000109083","90410",TRUE,"Up",20.5208457782207,1990.40132587841,571.321665039973,"IFT20"
"ENSG00000099875",6122.56322953966,1.71805858789435,0.179783222525364,3.45273436836834e-22,3.04964176646163e-21,"MKNK2","ENSG00000099875","2872",TRUE,"Up",20.5157511731077,9423.44253997697,2821.68391910235,"MKNK2"
"ENSG00000068976",108.38794186065,3.31582664366273,0.350857157633287,3.54587611372972e-22,3.13025599902645e-21,"PYGM","ENSG00000068976","5837",TRUE,"Up",20.5044201434701,197.615933630194,19.159950091106,"PYGM"
"ENSG00000122477",82.9169414682022,3.92375128551259,0.414706027529063,3.62426210128305e-22,3.19776582234578e-21,"LRRC39","ENSG00000122477","127495",TRUE,"Up",20.495153343525,156.068277370493,9.76560556591175,"LRRC39"
"ENSG00000231738",60.9807421782969,4.05060596369693,0.426552264834011,3.71756197283189e-22,3.2766281595018e-21,"TSPAN19","ENSG00000231738","144448",TRUE,"Up",20.4845728407169,115.324709135297,6.63677522129724,"TSPAN19"
"ENSG00000235501",276.222880640735,1.91989317495487,0.201487746586825,3.75722130853038e-22,3.30983879234078e-21,"CNN3-DT","ENSG00000235501","729970",TRUE,"Up",20.4801931582792,438.530827693545,113.914933587925,"CNN3-DT"
"ENSG00000196754",341.882221651233,2.29905107795933,0.242030760619215,3.86145677094606e-22,3.3998713644138e-21,"S100A2","ENSG00000196754","6273",TRUE,"Up",20.4685375143642,570.606599701943,113.157843600522,"S100A2"
"ENSG00000179361",454.03830101952,1.83421598932493,0.192539073857698,4.04280147562533e-22,3.553924325576e-21,"ARID3B","ENSG00000179361","10620",TRUE,"Up",20.4492918239518,711.946079230417,196.130522808622,"ARID3B"
"ENSG00000204859",712.246684353234,1.63091093820073,0.170835844159022,4.14928559981854e-22,3.64178767606121e-21,"ZBTB48","ENSG00000204859","3104",TRUE,"Up",20.4386853780916,1080.46373386605,344.029634840421,"ZBTB48"
"ENSG00000215912",85.77528976767,3.51411294168919,0.372072044507554,4.2314214132573e-22,3.71192896273148e-21,"TTC34","ENSG00000215912","100287898",TRUE,"Up",20.430400343711,158.293248499059,13.2573310362807,"TTC34"
"ENSG00000272899",105.371931170025,3.09095030496955,0.327060389490621,4.24959001829872e-22,3.72591217126139e-21,"SPMIP1","ENSG00000272899","100130705",TRUE,"Up",20.4287673866878,189.373694700365,21.3701676396857,"SPMIP1"
"ENSG00000071054",8709.07512205424,1.65470556429403,0.173525904457217,4.49699638725379e-22,3.93663767512478e-21,"MAP4K4","ENSG00000071054","9448",TRUE,"Up",20.4048745554752,13263.6184921221,4154.53175198637,"MAP4K4"
"ENSG00000155256",2214.65560420409,1.43762836555486,0.150754490809661,5.50630610233996e-22,4.79257876268215e-21,"ZFYVE27","ENSG00000155256","118813",TRUE,"Up",20.319430741065,3244.5260596356,1184.78514877257,"ZFYVE27"
"ENSG00000261251",78.8743915144914,6.23463158275645,0.648647396472412,5.80675535174207e-22,5.04620319548479e-21,"EFCAB6-DT","ENSG00000261251","105373058",TRUE,"Up",20.2970352657287,155.845645177111,1.90313785187139,"EFCAB6-DT"
"ENSG00000104267",138.96856902105,2.68688387844725,0.284849679206192,6.06086981722431e-22,5.25883463123977e-21,"CA2","ENSG00000104267","760",TRUE,"Up",20.2791104857504,241.535003458531,36.4021345835702,"CA2"
"ENSG00000169245",159.520085022634,8.23376420562709,0.837721361487304,6.12110192556549e-22,5.30834150391364e-21,"CXCL10","ENSG00000169245","3627",TRUE,"Up",20.2750411452472,318.144968679714,0.89520136555389,"CXCL10"
"ENSG00000214900",227.575860742956,1.96801313020491,0.207791407091414,6.26064182455519e-22,5.42372701070273e-21,"LINC01599","ENSG00000214900","196913",TRUE,"Up",20.2657021776825,363.800731428723,91.3509900571897,"LINC01599"
"ENSG00000201145",62.9680972677469,5.32929254934096,0.55974719414913,6.30261120487935e-22,5.45725838143878e-21,"RNA5SP175","ENSG00000201145","106480758",TRUE,"Up",20.2630254834577,123.041269975494,2.89492455999971,"RNA5SP175"
"ENSG00000184371",2741.03414181986,1.56799230482556,0.164939703970103,6.44956155337468e-22,5.57295447919507e-21,"CSF1","ENSG00000184371","1435",TRUE,"Up",20.2539145043178,4112.6675124529,1369.40077118683,"CSF1"
"ENSG00000186106",600.39546385138,1.6663975266872,0.175525329189469,6.61546848772902e-22,5.71335914849325e-21,"ANKRD46","ENSG00000186106","157567",TRUE,"Up",20.2431084748181,916.211426978929,284.579500723832,"ANKRD46"
"ENSG00000272654",84.7286850749494,3.38250100739285,0.360298289830732,7.0173672321104e-22,6.05107684996833e-21,"JTB-DT","ENSG00000272654","123706540",TRUE,"Up",20.2181673313999,155.15976825686,14.2976018930389,"JTB-DT"
"ENSG00000088726",60.8295388669008,5.13354880483853,0.540398581407832,7.12171198847666e-22,6.13788785810979e-21,"TMEM40","ENSG00000088726","55287",TRUE,"Up",20.2119810505815,118.481832868682,3.17724486511975,"TMEM40"
"ENSG00000011590",94.0310209466945,2.95298355545556,0.314265049988295,7.45616181727122e-22,6.41621335999871e-21,"ZBTB32","ENSG00000011590","27033",TRUE,"Up",20.1927212027773,167.159999149494,20.9020427438955,"ZBTB32"
"ENSG00000075826",527.151197856036,1.80952364069261,0.191230409980409,7.55927984154455e-22,6.49826010028919e-21,"SEC31B","ENSG00000075826","25956",TRUE,"Up",20.18720290951,823.424795223176,230.877600488896,"SEC31B"
"ENSG00000120686",1612.46033518388,1.5540811455065,0.16382722562288,7.98291438216874e-22,6.85538410220141e-21,"UFM1","ENSG00000120686","51569",TRUE,"Up",20.1639682069878,2413.08163068596,811.839039681809,"UFM1"
"ENSG00000249992",320.530116800587,2.40169703771708,0.255170268697172,8.18764595774923e-22,7.02398360254321e-21,"TMEM158","ENSG00000249992","25907",TRUE,"Up",20.1534165109592,541.209205006047,99.8510285951276,"TMEM158"
"ENSG00000184056",284.928093953866,2.07819651939193,0.220393396943864,8.75350642007969e-22,7.49020610766287e-21,"VPS33B","ENSG00000184056","26276",TRUE,"Up",20.1255062316745,462.505064513384,107.351123394348,"VPS33B"
"ENSG00000134627",65.079140318988,3.56346843149681,0.379466112963928,9.16569474790551e-22,7.83889596854118e-21,"PIWIL4","ENSG00000134627","143689",TRUE,"Up",20.1057450991183,120.424730930007,9.73354970796944,"PIWIL4"
"ENSG00000015592",100.4647446029,7.16615842255412,0.738676806190548,9.25723173295699e-22,7.91313469197551e-21,"STMN4","ENSG00000015592","81551",TRUE,"Up",20.1016514419454,199.70369227087,1.22579693493,"STMN4"
"ENSG00000162222",1103.76302312447,1.88816505558445,0.200137268945204,9.39991710957834e-22,8.03099714216402e-21,"TTC9C","ENSG00000162222","283237",TRUE,"Up",20.0952305286374,1744.63877892568,462.887267323256,"TTC9C"
"ENSG00000143333",94.2632631659896,3.29404916949341,0.35114965311503,9.49243437515935e-22,8.10589901699001e-21,"RGS16","ENSG00000143333","6004",TRUE,"Up",20.0911988109863,171.849226148191,16.6773001837881,"RGS16"
"ENSG00000120068",494.122050150744,1.614646204785,0.170763800040044,9.84828826943442e-22,8.40119285025222e-21,"HOXB8","ENSG00000120068","3218",TRUE,"Up",20.0756590459021,747.559462865968,240.68463743552,"HOXB8"
"ENSG00000081985",70.6531447645533,4.25483215031179,0.454526303544348,1.00319217404017e-21,8.55347942373875e-21,"IL12RB2","ENSG00000081985","3595",TRUE,"Up",20.0678571850212,134.605158893489,6.7011306356179,"IL12RB2"
"ENSG00000197757",370.949729588071,1.97016002720708,0.209096261176365,1.01191662007309e-21,8.62346885199905e-21,"HOXC6","ENSG00000197757","3223",TRUE,"Up",20.0643180009688,593.355470066768,148.543989109373,"HOXC6"
"ENSG00000119283",179.378945215154,2.27777037509294,0.242673195543579,1.09511431907635e-21,9.31348495165641e-21,"TRIM67","ENSG00000119283","440730",TRUE,"Up",20.0308877828128,298.752237740491,60.0056526898182,"TRIM67"
"ENSG00000149716",1602.72698552901,1.72431674160146,0.182761202246134,1.10147092724184e-21,9.36278286908163e-21,"LTO1","ENSG00000149716","220064",TRUE,"Up",20.0285950481576,2469.73005450422,735.723916553805,"LTO1"
"ENSG00000140471",692.715136150054,1.67061134846305,0.176993068518996,1.11825971008836e-21,9.50066176457181e-21,"LINS1","ENSG00000140471","55180",TRUE,"Up",20.0222461430593,1057.9561403265,327.474131973606,"LINS1"
"ENSG00000125735",62.6414436627153,4.79078250460808,0.509119997677839,1.12963326960979e-21,9.59241659109989e-21,"TNFSF14","ENSG00000125735","8740",TRUE,"Up",20.0180719684322,121.210441094757,4.07244623067364,"TNFSF14"
"ENSG00000225472",61.7232808412924,4.67773979469801,0.49642407796009,1.13728148069948e-21,9.64914283024169e-21,"NFIB-AS1","ENSG00000225472","123706550",TRUE,"Up",20.0155112649599,119.156220189236,4.29034149334843,"NFIB-AS1"
"ENSG00000107742",185.148530233743,2.48381368416805,0.265020306537479,1.13782535941499e-21,9.64914283024169e-21,"SPOCK2","ENSG00000107742","9806",TRUE,"Up",20.0155112649599,315.580832445499,54.7162280219874,"SPOCK2"
"ENSG00000264247",402.824167874726,1.92472353040047,0.204436965351192,1.13804483619836e-21,9.64914283024169e-21,"ZNF407-AS1","ENSG00000264247","400657",TRUE,"Up",20.0155112649599,640.265419205473,165.38291654398,"ZNF407-AS1"
"ENSG00000136866",248.721405251252,1.90333716747812,0.202361360705194,1.23566357696532e-21,1.04556148820142e-20,"ZFP37","ENSG00000136866","7539",TRUE,"Up",19.9806504217642,393.970997467744,103.471813034761,"ZFP37"
"ENSG00000259488",100.155916868398,2.78865996958608,0.298338239360479,1.26327973925738e-21,1.06838832778874e-20,"DUT-AS1","ENSG00000259488","107984757",TRUE,"Up",19.9712708653199,175.716041525548,24.5957922112484,"DUT-AS1"
"ENSG00000182687",95.5059435527216,3.24939895549857,0.347874606716723,1.29458943429509e-21,1.09431422352952e-20,"GALR2","ENSG00000182687","8811",TRUE,"Up",19.9608579559271,173.560591034015,17.4512960714285,"GALR2"
"ENSG00000165195",894.301867083269,1.53513497734766,0.162697455310317,1.32816748781092e-21,1.12213038889331e-20,"PIGA","ENSG00000165195","5277",TRUE,"Up",19.9499566761576,1334.04562662446,454.558107542076,"PIGA"
"ENSG00000228793",61.6169734869643,5.00478547407379,0.532740268205137,1.39112127906137e-21,1.17235623920898e-20,"LOC100507336","ENSG00000228793","100507336",TRUE,"Up",19.9309404009337,119.677831275177,3.55611569875192,"LOC100507336"
"ENSG00000116329",75.4734847095082,6.17315240141168,0.647900560298833,1.39244525698602e-21,1.17288084114893e-20,"OPRD1","ENSG00000116329","4985",TRUE,"Up",19.9307461077994,149.076061495399,1.87090792361762,"OPRD1"
"ENSG00000256087",418.904487019625,2.09296211641707,0.223521661802321,1.50914014662869e-21,1.26989548322253e-20,"ZNF432","ENSG00000256087","9668",TRUE,"Up",19.8962320215067,681.398055927947,156.410918111304,"ZNF432"
"ENSG00000269293",311.185968021465,2.38820514411518,0.25545342985416,1.51866205716487e-21,1.27662290577157e-20,"ZSCAN16-AS1","ENSG00000269293","100129195",TRUE,"Up",19.8939373675194,524.777669344845,97.5942666980843,"ZSCAN16-AS1"
"ENSG00000154099",75.487893784876,3.68054734839003,0.395343514975615,1.525026293967e-21,1.28132862488082e-20,"DNAAF1","ENSG00000154099","123872",TRUE,"Up",19.8923394716066,140.51669130871,10.4590962610423,"DNAAF1"
"ENSG00000164188",81.1452274956555,6.54233641629974,0.683565630041197,1.54099309728074e-21,1.29409365075509e-20,"RANBP3L","ENSG00000164188","202151",TRUE,"Up",19.8880342935789,160.717947522878,1.57250746843299,"RANBP3L"
"ENSG00000152939",319.122119741434,1.87059412676833,0.199352674544222,1.55917519409947e-21,1.30870528340076e-20,"MARVELD2","ENSG00000152939","153562",TRUE,"Up",19.8831581442847,503.120670851212,135.123568631657,"MARVELD2"
"ENSG00000246067",738.579019471417,2.28001900025202,0.243914451198133,1.60412398212708e-21,1.34575780136301e-20,"RAB30-DT","ENSG00000246067","100506233",TRUE,"Up",19.8710330938982,1230.3722645243,246.785774418539,"RAB30-DT"
"ENSG00000158615",4005.37784953115,1.73755481704812,0.185261450811847,1.80648794879834e-21,1.51400894756432e-20,"PPP1R15B","ENSG00000158615","84919",TRUE,"Up",19.8198715582135,6185.65074780638,1825.10495125593,"PPP1R15B"
"ENSG00000285938",58.0991750247176,3.90603769210311,0.418695273214463,1.8481318629005e-21,1.54735927629927e-20,"BCL6-AS1","ENSG00000285938","122526776",TRUE,"Up",19.8104088371742,109.295369487145,6.90298056229039,"BCL6-AS1"
"ENSG00000129204",62.4116941728495,3.95048821006823,0.424428013250335,2.1057807514575e-21,1.75955293175259e-20,"USP6","ENSG00000129204","9098",TRUE,"Up",19.7545976639681,117.589812214032,7.2335761316665,"USP6"
"ENSG00000083817",376.895367152564,2.01220355308781,0.21543082289944,2.11058440836953e-21,1.76268587951741e-20,"ZNF416","ENSG00000083817","55659",TRUE,"Up",19.7538250745112,606.384844914008,147.40588939112,"ZNF416"
"ENSG00000146757",837.538473821331,1.78320521200012,0.190623190515024,2.19987140076689e-21,1.83267811762942e-20,"ZNF92","ENSG00000146757","168374",TRUE,"Up",19.7369138056394,1302.64903528481,372.427912357849,"ZNF92"
"ENSG00000163660",4584.21700808185,1.9027974285629,0.203682246428411,2.2342041848404e-21,1.85942727578554e-20,"CCNL1","ENSG00000163660","57018",TRUE,"Up",19.7306208027004,7262.23524361472,1906.19877254897,"CCNL1"
"ENSG00000142961",409.657045892833,1.72411795436702,0.184274775356908,2.25662152400963e-21,1.87714984484781e-20,"MOB3C","ENSG00000142961","148932",TRUE,"Up",19.7265010581229,631.18512286298,188.128968922687,"MOB3C"
"ENSG00000221886",418.497053275923,2.03204244224626,0.21775997055583,2.26518018571155e-21,1.88333230756326e-20,"FAM200C","ENSG00000221886","63920",TRUE,"Up",19.7250730434417,675.46535802118,161.528748530666,"FAM200C"
"ENSG00000187866",732.208079516406,1.66539793757005,0.177848921602778,2.2674255601185e-21,1.88426219508853e-20,"PABIR1","ENSG00000187866","116224",TRUE,"Up",19.7248586652601,1117.21124415418,347.204914878635,"PABIR1"
"ENSG00000198718",1034.85266758163,1.58413313999928,0.169121691990234,2.36257695661514e-21,1.95943882512923e-20,"TOGARAM1","ENSG00000198718","23116",TRUE,"Up",19.7078682909118,1557.14709795168,512.558237211594,"TOGARAM1"
"ENSG00000151640",1164.66111844223,1.49527611646639,0.159553454535677,2.49562063636299e-21,2.06670515304553e-20,"DPYSL4","ENSG00000151640","10570",TRUE,"Up",19.6847214776732,1724.89865333381,604.423583550656,"DPYSL4"
"ENSG00000136052",1318.91269655245,1.85615864983416,0.198978602065557,2.62584365266928e-21,2.17132076521416e-20,"SLC41A2","ENSG00000136052","84102",TRUE,"Up",19.6632760142829,2074.77231340621,563.053079698693,"SLC41A2"
"ENSG00000187775",358.393215577242,2.13666593111499,0.229740153183885,2.67770543905354e-21,2.21201753660945e-20,"DNAH17","ENSG00000187775","8632",TRUE,"Up",19.6552114343192,586.50159040604,130.284840748445,"DNAH17"
"ENSG00000223886",81.9936362158533,4.22269075953612,0.456847413688328,2.76631160531008e-21,2.28408543411282e-20,"LOC100131785","ENSG00000223886","100131785",TRUE,"Up",19.6412876557371,156.044195082969,7.94307734873708,"LOC100131785"
"ENSG00000188295",298.078010350003,1.868072612984,0.200486563636838,2.91272768220436e-21,2.40260517249417e-20,"ZNF669","ENSG00000188295","79862",TRUE,"Up",19.619317592282,469.725835361747,126.430185338259,"ZNF669"
"ENSG00000105137",2036.93594487263,1.74337422071817,0.186929822930602,2.98542828318689e-21,2.46014592877697e-20,"SYDE1","ENSG00000105137","85360",TRUE,"Up",19.6090391310337,3148.59671480172,925.275174943548,"SYDE1"
"ENSG00000176136",137.419639145467,8.01013116074768,0.830199533811006,3.03619172388249e-21,2.49951381700223e-20,"MC5R","ENSG00000176136","4161",TRUE,"Up",19.6021444581787,273.847491582805,0.991786708128322,"MC5R"
"ENSG00000180425",274.138659048893,2.41997736134949,0.261093493975554,3.08965278630799e-21,2.54227335566287e-20,"C11orf71","ENSG00000180425","54494",TRUE,"Up",19.5947777541466,463.829099718512,84.4482183792731,"C11orf71"
"ENSG00000113578",64.1670373637465,4.11009512781884,0.44469404046589,3.20074536675604e-21,2.62980159863199e-20,"FGF1","ENSG00000113578","2246",TRUE,"Up",19.5800770149587,121.600748977684,6.73332574980938,"FGF1"
"ENSG00000132109",908.16167553765,1.82684501536641,0.196232695036746,3.24514869736285e-21,2.66366648109508e-20,"TRIM21","ENSG00000132109","6737",TRUE,"Up",19.5745201543094,1422.28877381312,394.034577262177,"TRIM21"
"ENSG00000151748",1413.47382765565,1.4747259903534,0.157776914283175,3.25415113941468e-21,2.66974519386719e-20,"SAV1","ENSG00000151748","60485",TRUE,"Up",19.5735301866422,2085.29621163169,741.651443679611,"SAV1"
"ENSG00000147789",1158.38676075018,1.56749755570456,0.168069953655859,3.5537591777364e-21,2.90983611418965e-20,"ZNF7","ENSG00000147789","7553",TRUE,"Up",19.5361314703637,1738.00459323235,578.768928268003,"ZNF7"
"ENSG00000157764",1338.77265661763,2.07725238038867,0.223992751680659,3.60776145513689e-21,2.95260751492359e-20,"BRAF","ENSG00000157764","673",TRUE,"Up",19.5297942792224,2173.5727679001,503.972545335153,"BRAF"
"ENSG00000260339",55.6814478795735,4.51351979184088,0.485868891656425,3.66445267158808e-21,2.99753662763956e-20,"HEXA-AS1","ENSG00000260339","80072",TRUE,"Up",19.5232355014453,106.9758992951,4.38699646404744,"HEXA-AS1"
"ENSG00000139926",2868.97673403617,2.1303322793573,0.230183751859934,4.18982103729609e-21,3.41725891432149e-20,"FRMD6","ENSG00000139926","122786",TRUE,"Up",19.4663221149088,4690.79585209488,1047.15761597746,"FRMD6"
"ENSG00000163701",149.633625565821,3.09402197334816,0.336233969401052,4.40594679093466e-21,3.59178109919198e-20,"IL17RE","ENSG00000163701","132014",TRUE,"Up",19.4446901392402,269.114655020773,30.1525961108682,"IL17RE"
"ENSG00000180592",617.045462956605,1.68645321393022,0.181762909749985,4.85472816430377e-21,3.94800850715754e-20,"SKIDA1","ENSG00000180592","387640",TRUE,"Up",19.4036219201849,944.966671287522,289.124254625688,"SKIDA1"
"ENSG00000180008",2441.55624342582,1.54167430303283,0.165841369626848,4.90351773653548e-21,3.98574703718392e-20,"SOCS4","ENSG00000180008","122809",TRUE,"Up",19.3994902680644,3646.60034762246,1236.51213922918,"SOCS4"
"ENSG00000169429",1452.79916410255,2.3452766180853,0.254352602735505,5.0381342984935e-21,4.09119016371109e-20,"CXCL8","ENSG00000169429","3576",TRUE,"Up",19.3881503334738,2438.64600974344,466.952318461664,"CXCL8"
"ENSG00000161791",599.05212555027,1.96824274148741,0.212845564118184,5.08859326829132e-21,4.13015919639955e-20,"FMNL3","ENSG00000161791","91010",TRUE,"Up",19.3840332082019,958.330522013276,239.773729087265,"FMNL3"
"ENSG00000103196",164.122918903871,3.16917137493558,0.345582305546386,5.14939171187182e-21,4.17568569748441e-20,"CRISPLD2","ENSG00000103196","83716",TRUE,"Up",19.3792721979812,296.538092711488,31.7077450962539,"CRISPLD2"
"ENSG00000150394",75.1026989089281,3.00711584115532,0.327159013513753,5.58992464330911e-21,4.52607942063576e-20,"CDH8","ENSG00000150394","1006",TRUE,"Up",19.3442778296033,134.117428007772,16.0879698100844,"CDH8"
"ENSG00000232995",76.604659783741,3.16201348300832,0.344738147490513,6.08253347205461e-21,4.9130415291185e-20,"LOC127814295","ENSG00000232995","127814295",TRUE,"Up",19.308649564831,138.315021206261,14.8942983612212,"LOC127814295"
"ENSG00000154265",634.546562725735,1.6725215396095,0.180730154086129,6.2547809941313e-21,5.04729431572757e-20,"ABCA5","ENSG00000154265","23461",TRUE,"Up",19.2969413701287,969.636625008661,299.456500442808,"ABCA5"
"ENSG00000123689",302.160321300085,2.44050154132119,0.265642050298674,6.62648788386919e-21,5.34208666433427e-20,"G0S2","ENSG00000123689","50486",TRUE,"Up",19.2722890707256,512.525322032356,91.7953205678138,"G0S2"
"ENSG00000121966",158.716158477364,3.65141706879599,0.400555432407361,6.89548710727195e-21,5.55626720161865e-20,"CXCR4","ENSG00000121966","7852",TRUE,"Up",19.2552168771536,294.96641116986,22.4659057848671,"CXCR4"
"ENSG00000163743",614.210879954664,1.95791917271287,0.21253141740259,7.22558675639105e-21,5.81385036414141e-20,"RCHY1","ENSG00000163743","25898",TRUE,"Up",19.2355361502168,980.786657583372,247.635102325956,"RCHY1"
"ENSG00000015520",61.7965139724868,4.5532434401927,0.496386770374019,7.83515660917052e-21,6.298260505064e-20,"NPC1L1","ENSG00000015520","29881",TRUE,"Up",19.200779380287,118.827195461356,4.76583248361733,"NPC1L1"
"ENSG00000101213",411.504111389056,2.02726693493346,0.220491271609984,7.92064187549411e-21,6.3578075928114e-20,"PTK6","ENSG00000101213","5753",TRUE,"Up",19.1966926193348,663.748481659785,159.259741118327,"PTK6"
"ENSG00000162231",3114.27357746333,1.66843904710798,0.180779563551765,8.02146977868435e-21,6.43565137714023e-20,"NXF1","ENSG00000162231","10482",TRUE,"Up",19.1914074899125,4755.20750547056,1473.33964945609,"NXF1"
"ENSG00000137494",591.995227684768,1.64235679508126,0.178014177027281,8.32253952698511e-21,6.6676023426541e-20,"ANKRD42","ENSG00000137494","338699",TRUE,"Up",19.176030309495,899.849754419829,284.140700949707,"ANKRD42"
"ENSG00000172602",3894.35469881394,2.03233635492928,0.221379125284944,8.36153617903186e-21,6.69475455499966e-20,"RND1","ENSG00000172602","27289",TRUE,"Up",19.1742653405882,6287.22404446219,1501.48535316568,"RND1"
"ENSG00000033030",1932.65219088962,1.59298353649703,0.172814230600294,9.55573475144976e-21,7.6263429615389e-20,"ZCCHC8","ENSG00000033030","55596",TRUE,"Up",19.1176836681215,2913.03337908072,952.271002698532,"ZCCHC8"
"ENSG00000260278",58.1741669010839,4.67520721893364,0.509838101344272,9.72835365028294e-21,7.74562252536813e-20,"BMP2K-DT","ENSG00000260278","119863864",TRUE,"Up",19.1109436717114,112.211462529049,4.13687127311888,"BMP2K-DT"
"ENSG00000260941",65.3490874988797,5.96311559764815,0.639881831179487,9.90082088553489e-21,7.87918730157751e-20,"LINC00622","ENSG00000260941","644242",TRUE,"Up",19.1035185754853,128.778956995823,1.91921800193598,"LINC00622"
"ENSG00000182774",1423.97215132098,2.58344053093921,0.283164025010414,1.0557022759762e-20,8.38942112848004e-20,"RPS17","ENSG00000182774","6218",TRUE,"Up",19.0762680045324,2451.71701535781,396.227287284138,"RPS17"
"ENSG00000156304",1716.33398722388,1.48217915865921,0.160850377576955,1.10267383654131e-20,8.7502166810492e-20,"SCAF4","ENSG00000156304","57466",TRUE,"Up",19.0579811924384,2535.96301543969,896.704959008077,"SCAF4"
"ENSG00000010310",313.384148644941,2.26036513996326,0.247406517350701,1.13009674482431e-20,8.95932554455307e-20,"GIPR","ENSG00000010310","2696",TRUE,"Up",19.0477246826709,520.821409326655,105.946887963226,"GIPR"
"ENSG00000140986",82.1255927288132,3.24111584775832,0.356139383117076,1.15963692536694e-20,9.18045899248829e-20,"RPL3L","ENSG00000140986","6123",TRUE,"Up",19.0371356049729,149.138748135294,15.1124373223321,"RPL3L"
"ENSG00000111181",75.6531685645723,3.14372226267169,0.345308537188516,1.16924164571339e-20,9.25211562533267e-20,"SLC6A12","ENSG00000111181","6539",TRUE,"Up",19.0337589484122,136.508589296436,14.7977478327091,"SLC6A12"
"ENSG00000158796",1133.02431720117,1.54240896152693,0.167648267089649,1.2118236275135e-20,9.58452746075012e-20,"DEDD","ENSG00000158796","9191",TRUE,"Up",19.018429293975,1692.34591368736,573.702720714973,"DEDD"
"ENSG00000162413",1484.00341587372,1.58364625404443,0.172277443973794,1.24890611154981e-20,9.87314902369404e-20,"KLHL21","ENSG00000162413","9903",TRUE,"Up",19.0055443077667,2233.1007156345,734.906116112942,"KLHL21"
"ENSG00000189045",71.8878120076984,3.09707035673759,0.340381092783283,1.26964843215195e-20,1.00323826963991e-19,"ANKDD1B","ENSG00000189045","728780",TRUE,"Up",18.9985959095512,129.227966559554,14.5476574558428,"ANKDD1B"
"ENSG00000197622",3426.4407228189,1.30326337850849,0.141420019334803,1.3334132882009e-20,1.05262843147871e-19,"CDC42SE1","ENSG00000197622","56882",TRUE,"Up",18.9777249038726,4889.94005095007,1962.94139468773,"CDC42SE1"
"ENSG00000007944",640.088348622207,1.84245578868653,0.201273145570764,1.3387600217656e-20,1.05635052212935e-19,"MYLIP","ENSG00000007944","29116",TRUE,"Up",18.9761919486895,1004.93196061008,275.244736634328,"MYLIP"
"ENSG00000257815",157.283170356293,2.93875283734931,0.323481809111643,1.36659608585837e-20,1.07729781025705e-19,"PRANCR","ENSG00000257815","101928062",TRUE,"Up",18.9676642229114,279.454532548579,35.1118081640081,"PRANCR"
